"","Library Number","Library Full Name","Survey Year From","A1.3","A1.4","A1.5","A1.9","A1.10","A1.11","A1.12","A1.13","A1.14","B1.1","B2.1.1","B2.1.2","B2.1.3","B2.1.4","B2.2","B2.3","B2.4.1.01","B2.4.1.02","B2.4.1.03","B2.4.1.04","B2.4.1.05","B2.4.1.06","B2.4.1.07","B2.4.1.99","B2.4.1a","B2.5","B2.6","B2.7","B2.8","B2.9","B3.1","B3.2","B3.3","B3.4","B3.5","B4.01","B4.01.1","B4.01.2","B4.02","B4.03","B4.04","B4.05.1","B4.05.2","B4.06","B4.07","B4.08","B4.09","B4.10","B5.0","B6.0","C1.1.E","C1.1.F","C1.1.O","C1.1.T","C1.2.E","C1.2.F","C1.2.O","C1.2.T","C1.3.1.E","C1.3.1.F","C1.3.1.O","C1.3.1.T","C1.3.2.E","C1.3.2.F","C1.3.2.O","C1.3.2.T","C1.3.3.E","C1.3.3.F","C1.3.3.O","C1.3.3.T","C1.4.E","C1.4.F","C1.4.O","C1.4.T","C1.5.E","C1.5.F","C1.5.O","C1.5.T","C2.1.E","C2.1.F","C2.1.O","C2.1.T","C2.2.E","C2.2.F","C2.2.O","C2.2.T","C2.3.1.E","C2.3.1.F","C2.3.1.O","C2.3.1.T","C2.3.2.E","C2.3.2.F","C2.3.2.O","C2.3.2.T","C2.3.3.E","C2.3.3.F","C2.3.3.O","C2.3.3.T","C2.3.4.E","C2.3.4.F","C2.3.4.O","C2.3.4.T","C2.4.E","C2.4.F","C2.4.O","C2.4.T","C2.5.E","C2.5.F","C2.5.O","C2.5.T","C3.1.E","C3.1.F","C3.1.O","C3.1.T","C3.2.1.E","C3.2.1.F","C3.2.1.O","C3.2.1.T","C3.2.2.E","C3.2.2.F","C3.2.2.O","C3.2.2.T","C3.2.3.E","C3.2.3.F","C3.2.3.O","C3.2.3.T","C3.2.4.E","C3.2.4.F","C3.2.4.O","C3.2.4.T","D1.0.H","D1.1.1.C","D1.1.2.C","D1.1.3.C","D1.1.4.C","D1.1.5.C","D1.2.1.C","D1.2.1.H","D1.2.2.C","D1.2.2.H","D1.2.3.C","D1.2.3.H","D1.2.4.C","D1.2.4.H","D1.2.5.C","D1.2.5.H","E1.1","E1.1.1","E1.1.2","E1.1.3","E1.1.4","E2.1","E2.3","E3.1.SPC","E3.1.SPH","E3.2.SPC","E3.2.SPH","E3.3.SPC","E3.3.SPH","E3.4.SPC","E3.4.SPH","E3.5.SPC","E3.5.SPH","E3.6.SPC","F1.0","F2.1.P","F2.2.A","F2.301.Attendance","F2.301.Programs","F2.302.Attendance","F2.302.Programs","F2.303.Attendance","F2.303.Programs","F2.304.Attendance","F2.304.Programs","F2.305.Attendance","F2.305.Programs","F2.306.Attendance","F2.306.Programs","F2.307.Attendance","F2.307.Programs","F2.308.Attendance","F2.308.Programs","F2.309.Attendance","F2.309.Programs","F2.310.Attendance","F2.310.Programs","F2.311.Attendance","F2.311.Programs","F2.312.Attendance","F2.312.Programs","F2.313.Attendance","F2.313.Programs","F2.314.Attendance","F2.314.Programs","F2.315.Attendance","F2.315.Programs","F2.316.Attendance","F2.316.Programs","F2.317.Attendance","F2.317.Programs","F2.318.Attendance","F2.318.Programs","F3.1.1","F3.1.2","F3.2.1","F3.2.2","G1.1.1.W","G1.1.2.W","G1.1.3.W","G1.2.1.W","G1.3.1.W","G1.3.2.W","G1.3.3.W","G1.4.1.W","G1.4.2.W","G1.4.3.W","G1.4.4.W","G1.4.5.W","G1.5.1.W","G1.5.2.W","H1.1.1.01","H1.1.1.02","H1.1.1.03","H1.1.1.04","H1.1.1.05","H1.1.1.06","H1.1.1.07","H1.1.1.08","H1.1.1.92","H1.2.1.F","H1.2.1.T","H1.2.2","H1.3.1.F","H1.3.1.T","H1.3.2.11","H1.3.2.12","H1.3.2.13","H1.3.2.14","H1.3.2.15","H1.3.2.16","H1.3.2.17","H1.3.2.90","H1.4.1.F","H1.4.1.T","H1.4.2","H1.4.3.21","H1.4.3.22","H1.4.3.23","H1.4.3.24","H1.4.3.25","H1.4.3.93","H1.5.1.F","H1.5.1.T","H1.5.2","H1.5.3.40","H1.5.3.41","H1.5.3.42","H1.5.3.43","H1.5.3.44","H1.5.3.94","H1.7.1.F","H1.7.1.T","H1.7.2.31","H1.7.2.32","H1.7.2.33","H1.7.2.34","H1.7.2.35","H1.7.2.91","H1.8.1.F","H1.8.1.T","H1.8.2.PC","P1.1","P1.2","P2.1","P2.2","B2.4.1.08","E1.2","F2.319.Attendance","F2.319.Programs","G1.4.6.W","H1.3.2.18","H1.9.1.F","H1.9.1.T","H1.9.2.51","H1.9.2.52","H1.9.2.95","D1.1.3.1.C","D1.2.3.1.C","D1.2.3.1.H","G1.5.3.W","H1.4.3.26","H1.7.2.36","B2.4.1.09","B2.4.1.10","F2.320.Attendance","F2.320.Programs","H1.5.4","H1.8.3.F","H1.8.3.T","H1.8.4.TN","C4.1.F","C4.1.T","C4.2","C4.3.01","C4.3.02","C4.3.03","C4.3.04","C4.3.05","C4.3.06","C4.3.07","C4.3.90","E2.1.F","E2.1.T","E2.3.F","E2.3.T","E2.4.F","E2.4.T","E2.5","E2.6.F","E2.6.T","E2.7","F2.311a.Attendance","F2.311a.Programs","G1.3.4.W","H1.3.2.10","H1.3.2.19","H1.3.2.20","C0.1.E","C0.1.F","C0.1.O","C0.1.T","C0.2.E","C0.2.F","C0.2.O","C0.2.T","C0.3.1.E","C0.3.1.F","C0.3.1.O","C0.3.1.T","C0.3.2.E","C0.3.2.F","C0.3.2.O","C0.3.2.T","C0.3.3.E","C0.3.3.F","C0.3.3.O","C0.3.3.T","C0.3.4.E","C0.3.4.F","C0.3.4.O","C0.3.4.T","C0.4.E","C0.4.F","C0.4.O","C0.4.T","C0.5.E","C0.5.F","C0.5.O","C0.5.T","C3.2.0.E","C3.2.0.F","C3.2.0.O","C3.2.0.T","F2.317a.Attendance","F2.317a.Programs","X287"
"1781","L0228","North Grenville Twp",2015,"Southern Ontario Library Service","Public or Union Library","1 Water P.O. Box 538","1 Water Street","Kemptville","Ontario","K0G1J0","www.ngpl.ca",6815,-2000,18348,9096,0,27444,358792,2700,NA,0,0,0,0,NA,7213,3300,18381,8458,12940,2868,1439,433022,0,0,0,0,0,36150,25879,10271,356947,2519,56249,2927,2762,25009,0,0,0,12718,495281,0,98,2,0,100,195,14,0,209,9,4,2,15,1,0,0,1,120,0,0,120,40,0,0,40,0,0,0,0,30550,794,0,31344,32246,794,0,33040,1870,0,0,1870,1875,0,0,1875,80562,743,238,81543,91834,744,250,92828,0,0,0,0,0,0,0,0,30,0,0,30,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,35,1,1,0,0,0,0,0,3,45,3,50,2,20,12,10,24,22,22,NA,5,NA,NA,1,55,0,0,1,9,0,0,0,0,0,95323,522,7849,2791,132,336,18,852,58,156,27,550,18,93,16,0,0,0,0,0,0,242,19,462,108,20,1,698,40,1168,44,7,1,0,0,0,0,16,1,2174,2006,1991,1334,1767,306,2073,428,852,75,163,108,6,54,61,2,1774,335,0,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,3,0,0,1,1,1,0,0,1,5,1,1,1,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,15085,0,0,6619,0,1,124,12,3,0,0,1,1,1,0,0,0,0,886,0,1,NA,7868,0,0,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,334,27,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","L0382","North Kawartha Twp",2015,"Southern Ontario Library Service","Public or Union Library","175 Burleigh Street Box 335","175 Burleigh St.","Apsley","Ontario","K0L1A0","www.northkawarthalibrary.com",5840,0,16502,798,0,17300,208056,0,NA,0,0,2070,0,NA,3211,0,14007,1939,21732,11160,2225,276419,0,0,0,0,0,21258,17687,3571,163732,3551,34291,2896,2339,9239,18002,0,0,9949,265257,11160,53,0,0,53,53,0,0,53,8,4,2,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11451,0,0,11451,14557,0,0,14557,1671,0,0,1671,2227,0,0,2227,66820,675,135,67630,78092,676,147,78915,0,0,0,0,0,0,0,0,17,0,0,17,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,35,0,1,0,1,0,0,0,1,12,0,0,1,7.5,4,9,12,9,3,NA,0,NA,NA,1,35,1,12,0,0,0,0,0,0,0,26946,116,700,0,0,72,5,84,7,0,0,366,6,0,0,0,0,0,0,0,0,0,0,141,93,7,2,0,0,0,0,0,0,0,0,0,0,30,3,351,341,1309,334,311,44,355,6,71,5,216,10,1,25,30,10,264,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,2126,0,0,3911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,1,NA,8726,0,0,0,0,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","L0231","North Perth",2015,"Southern Ontario Library Service","Public or Union Library","216 Winstanley","216 Winstanley","Monkton","Ontario","N0K1P0","www.northperth.library.on.ca",3295,0,21254,1259,0,22513,568546,0,NA,0,0,0,1275,NA,5650,2208,18245,8339,15721,0,37824,671188,0,0,10476,0,10476,50719,33248,17471,420691,2608,59218,3181,6470,40027,59885,0,0,28363,671162,10476,54,0,0,54,93,0,0,93,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41863,0,0,41863,48925,0,0,48925,2809,0,0,2809,4526,0,0,4526,30753,273,414,31440,41875,288,424,42587,0,0,0,0,0,0,0,0,71,0,0,71,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,35,1,1,0,0,0,0,0,0,0,1,21,6,85.5,20,19,18,16,4,NA,0,NA,NA,1,52,2,32,0,0,0,0,0,0,0,103707,602,8315,4468,249,939,31,485,51,0,0,1413,50,27,6,0,0,0,0,0,0,0,0,151,151,0,0,235,8,28,4,0,0,0,0,0,0,125,1,1002,936,2000,1409,2351,275,2626,393,167,0,91,48,0,65,27,4,1229,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,1,1,0,0,1,0,0,1,1,0,NA,0,0,0,0,1,304000,12631,0,0,5343,0,0,444,51,4,0,0,0,0,0,0,1,0,0,7,0,1,NA,9112,0,0,0,0,1,15500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","L0215","North Shore Twp",2015,"Ontario Library Service - North","Contracting Municipality","P.O. Box 108","1385 Hwy. 17","Algoma Mills","Ontario","P0R1A0","www.townshipofthenorthshore.ca",0,0,2007,0,0,2007,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,461,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","L0232","Northeastern Manitoulin and the Islands",2015,"Ontario Library Service - North","Public or Union Library","P.O. Box 790","50 Meredith Street West","Little Current On","Ontario","P0P1K0","http://www.nemilib.vianet.ca/",936,-2774,7544,3176,0,10720,61200,0,NA,0,0,0,0,NA,0,8984,14637,2244,5324,0,0,94125,0,0,0,0,0,12173,10746,1427,58120,345,552,1333,0,1353,0,0,0,24337,98213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14342,0,0,14342,14342,0,0,14342,2471,0,0,2471,2471,0,0,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,19,0,0,2,35,0,0,0,0,4,4,0,NA,10,NA,NA,1,38,0,0,0,0,0,0,0,0,0,14545,103,695,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,95,0,0,0,0,0,0,0,0,231,231,767,227,306,5,311,43,26,0,8,1,0,2,0,5,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2706,0,0,2029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,NA,5653,0,0,0,0,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","L0248","O'Connor Twp",2015,"Ontario Library Service - North","Contracting Municipality","R.R. #1","330 Hwy 595","Kakabeka Falls","Ontario","P0T1W0","www.oconnortownship.ca",0,0,1220,0,0,1220,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,685,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","L0247","Oakville",2015,"Southern Ontario Library Service","Public or Union Library","120 Navy Street",NA,"Oakville","Ontario","L6J2Z4","www.opl.on.ca",74120,353349,182254,199,0,182453,8656400,0,NA,0,0,0,0,NA,0,5280,29280,70820,366013,0,0,9304966,0,0,206291,242167,448458,868379,457048,411331,7183167,18776,665478,8660,0,0,44275,353349,0,365027,9507111,423489,1253,1,0,1254,11637,1,0,11638,4,2,2,8,0,0,0,0,0,0,0,0,125,0,0,125,0,0,0,0,148312,7429,5574,161315,247188,11429,6194,264811,28309,267,1068,29644,53395,499,1430,55324,61727,1097,93,62917,64171,1099,94,65364,0,0,0,0,9788,0,0,9788,204,10,1,215,29,6,1,36,0,0,0,0,0,0,0,0,45928,3,0,45931,35,21,11,0,8,0,12,276,7,140,0,0,103,2060,375,20,127,107,107,NA,9,NA,NA,1,65,5,280,0,0,0,0,0,0,0,1977448,0,0,45027,1558,5809,125,2067,53,10,34,1431,37,747,37,931,171,20,1,0,0,0,0,2204,381,307,15,0,0,295,18,853,3,0,0,0,0,0,0,4646,3735,7317,3529,33345,6203,39548,11620,2009,23402,1744,790,78,272,275,234,20841,22758,0,1,1,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0,1,0,0,1,7,0,1,0,1,1,3,0,1,3,1,1,1,0,0,0,0,1,0,0,NA,1,0,2,0,1,420000,190100,0,0,67320,0,0,743,386,8,0,0,1,1,1,0,5,3,45,160,1,0,NA,24000,534,44,0,0,0,0,0,1,5,1,0,1,1,0,0,1,1,0,1,0,1,0,1,6,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","L0413","Ojibways of Onigaming FN",2015,"Ontario Library Service - North","First Nations Library","P.O. Box 509","Mikinaak Rd, 212 Mikinaak Onigaming Sch.","Nestor Falls","Ontario","P0X1K0","www.voyageur.ca/~ojibonig/",126,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,19285,0,0,0,0,19285,0,0,0,0,0,19285,10578,8707,0,0,0,0,0,0,0,0,0,0,19285,0,28,0,0,28,200,0,0,200,0,0,0,0,300,0,0,300,300,0,0,300,10,0,0,10,0,0,0,0,5040,0,1,5041,5160,0,1,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,4,4,0,NA,0,NA,NA,1,20,0,0,0,0,0,0,0,0,0,924,37,943,924,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,450,4,60,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,465,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19285,0,0,0,0,1,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","L0456","Ojibways of the Pic River FN",2015,"Ontario Library Service - North","First Nations Library","P. O. Box 216","21 Rabbit Drive","Heron Bay","Ontario","P0T1R0",NA,108,0,1249,0,13000,14249,0,0,NA,0,0,0,0,NA,0,2000,4500,0,0,19000,0,37749,0,0,0,0,0,3274,774,2500,34844,881,0,158,126,0,0,0,0,4,39287,0,1,0,0,1,14,0,0,14,8,4,2,14,24,0,0,24,24,0,0,24,0,0,0,0,0,0,0,0,1849,0,48,1897,1850,0,48,1898,0,0,0,0,0,0,0,0,3353,68,103,3524,3353,68,103,3524,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,NA,6,NA,NA,1,35,0,0,0,0,0,0,0,0,0,2860,17,284,8,1,16,2,11,1,14,1,0,0,0,0,18,1,0,0,0,0,27,3,12,2,0,0,0,0,0,0,65,1,48,4,65,1,0,0,0,0,0,0,65,0,65,7,5,0,12,3,2,6,0,10,77,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2500,0,0,0,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","L0165","Oliver Paipoonge",2015,"Ontario Library Service - North","Public or Union Library","P.O.Box 26","1 Baxendale Drive","Murillo","Ontario","P0T2G0","www.olsn.ca/oplibrary",1311,2698,9662,2255,0,11917,48829,8421,NA,0,0,2875,0,NA,17240,28389,54004,2105,2831,0,2142,130249,0,0,0,0,0,12841,11266,1575,70343,600,10619,1205,1845,19038,0,0,0,10906,127397,1349,154,0,0,154,297,0,0,297,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11663,29,0,11692,11663,29,0,11692,2405,0,0,2405,2405,0,0,2405,66820,675,135,67630,78092,676,147,78915,0,0,0,0,0,0,0,0,30,0,0,30,9,5,4,18,0,0,0,0,0,0,0,0,48835,187,107,49129,32.5,0,0,0,0,0,0,0,0,0,1,32,2,20,3,5,11,11,11,NA,20,NA,NA,1,24,1,24,0,0,0,0,0,0,0,23619,20,2698,960,1,350,4,98,1,10,1,60,1,0,0,0,0,0,0,0,0,0,0,250,3,0,0,0,0,120,1,400,6,0,0,0,0,300,1,485,422,558,353,454,34,488,960,82,50,15,37,6,35,25,10,308,49,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,1,1,0,NA,1,0,0,0,0,0,5174,3846,1864,2359,0,0,150,1,2,0,0,0,0,0,0,0,0,0,20,0,1,NA,5500,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","L0250","Opasatika",2015,"Ontario Library Service - North","Public or Union Library","P.O. Box 100","6 St Antoine Street","Opasatika","Ontario","P0L1Z0","https://sites.google.com/site/bibliothequeopasatika/",118,0,1043,0,0,1043,7161,0,NA,0,0,0,0,NA,0,2453,16014,0,0,0,371,24589,0,0,0,0,0,2094,2094,0,9503,0,0,0,761,12231,0,0,0,0,24589,0,2,40,0,42,22,350,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,8767,0,10362,1630,8916,0,10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,2,2,0,NA,3,NA,NA,1,10,0,0,0,0,0,0,0,0,0,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,184,38,13,0,11,19,1,17,5,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,221,0,0,140,0,1,0,0,3,0,0,0,0,0,0,0,0,0,38,0,1,NA,13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","L0074","Orangeville",2015,"Southern Ontario Library Service","Public or Union Library","1 Mill Street","1 Mill Street","Orangeville","Ontario","L9W2M2","www.orangeville.library.on.ca",8199,0,29397,1311,0,30708,1568414,0,NA,0,0,0,0,NA,0,0,12297,3955,146396,0,2352,1764122,0,0,210000,0,210000,139908,119049,20859,1286151,13608,106439,4759,0,26813,35000,0,0,59336,1672014,210000,103,0,0,103,243,0,0,243,22,5,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60648,2622,55,63325,66700,2671,109,69480,8220,0,0,8220,8298,0,0,8298,71152,743,238,72133,82558,744,250,83552,0,0,0,0,0,0,0,0,143,0,0,143,17,6,5,28,0,0,0,0,0,0,0,0,54964,318,113,55395,35,2,1,0,4,0,0,0,2,24,2,24,21,275,0,0,19,14,5,NA,10,NA,NA,1,62,1,58,0,0,0,0,0,0,0,176899,261,5030,1867,108,1503,58,1107,52,0,0,73,5,45,7,0,0,0,0,0,0,0,0,0,0,29,3,71,8,174,12,151,7,0,0,0,0,0,0,3042,2572,4192,1974,2974,899,3873,597,271,321,104,69,0,8,31,0,2732,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,4,1,0,1,0,1,2,0,1,4,1,1,1,0,0,0,0,1,1,0,NA,1,0,0,0,1,275000,28734,0,0,10678,3387,3,0,0,1,0,0,0,0,0,0,0,0,0,279,0,0,NA,8910,10,1,0,0,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
