"","LibID","Library","Year","Upper Tier Code","Legal Name","New Legal Name","Mailing Address","Postal Code","City","Street Address","Library Web Site Address","Library Service Type","Population (Resident)","Households (Resident)","Population (Contracting)","Households (Contracting)","Date year starts","Date year ends","Ontario Library Service (OLS) Region","# of Active Library Cardholders","Net Balance brought forward amount","Net Balance brought forward type","Provincial Operating Funding","Local Operating Grant","Contract Revenue","Project Grants","Donations","Self-generated Revenue","Debt Services and Reserve Fund Revenues","Other operating revenue","Total Operating Revenues","Provincial capital revenues","Federal capital revenues","Local capital revenues","Other capital revenues","Total Capital Revenues","General materials expenditure","Electronic materials expenditure","Staffing expenditure","Staff Training expenditure","Facilities/Utilities","Telephone and Fax","Dedicated Internet Connectivity Costs","Computer Services","Debt Charges and Transfers to Reserve Funds","Funds returned to government sources","Contract payment made to library boards for library services","Other expenditures","Total Operating Expenditures","Total Capital Expenditures","Titles Held (Reference - English Language)","Titles Held (Reference - French Language)","Titles Held (Reference - Other Language)","Volumes Held (Reference - English Language)","Volumes Held (Reference - French Language)","Volumes Held (Reference - Other Language)","# of Databases (Reference - English Language)","# of Databases (Reference - French Language)","# of Databases (Reference - Other Language)","# of CD ROM Titles (Reference - English Language)","# of CD ROM Titles (Reference - French Language)","# of CD ROM Titles (Reference - Other Language)","# of copies of CD ROM (Reference - English Language)","# of copies of CD ROM (Reference - French Language)","# of copies of CD ROM (Reference - Other Language)","Titles Held (Circulating - English Language)","Titles Held (Circulating - French Language)","Titles Held (Circulating - Other Language)","Volumes Held (Circulating - English Language)","Volumes Held (Circulating - French Language)","Volumes Held (Circulating - Other Language)","# of CD ROM Titles (Circulating - English Language)","# of CD ROM Titles (Circulating - French Language)","# of CD ROM Titles (Circulating - Other Language)","# of copies of CD ROMs (Circulating - English Language)","# of copies of CD ROMs (Circulating - French Language)","# of copies of CD ROMs (Circulating - Other Language)","Titles Held (Periodicals - English Language)","Titles Held (Periodicals - French Language)","Titles Held (Periodicals - Other Language)","# of Database Subscriptions (Periodicals - English Language)","# of Database Subscriptions (Periodicals - French Language)","# of Database Subscriptions (Periodicals - Other Language)","# of CD ROM Titles (Periodicals - English Language)","# of CD ROMs Titles (Periodicals - French Language)","# of CD ROM Titles (Periodicals - Other Language)","# of copies of CD ROMs (Periodicals - English Language)","# of copies of CD ROMs (Periodicals - French Language)","# of copies of CD ROMs (Periodicals - Other Language)","# of individual electronic periodical titles (English Language)","# of individual electronic periodical titles (French Language)","# of individual electronic periodical titles (Other Language)","# of hours per week in an FTE","Librarians (Full Time - # of people)","Library Technicians (Full Time - # of people)","EXCEL Graduates  (Full Time - # of people)","Other staff (Full Time - # of people)","Volunteers (Full Time - # of people)","Librarians (Part Time - # of people)","Librarians (Part Time - Hours worked)","Library Technicians (Part Time - # of people)","Library Technicians (Part Time - Hours worked)","EXCEL Graduates (Part Time - # of people)","EXCEL Graduates (Part Time - Hours worked)","Other staff (Part Time - # of people)","Other staff (Part Time - Hours worked)","Volunteers (Part Time - # of people)","Volunteers (Part Time - Hours worked)","# of Public access workstations","Workstations with internet access","Workstations with OPAC access","Workstations with CD ROM access","Automated catalogue available","Name of Automated Catalogue System","Does your library provide wireless Internet connection","# of Main Libraries","Main Library - total hours open per week","# of Branches open >= 12 hours per week","Branches open >= 12 hours per week - total hours open per week","# of Branches open < 12 hours per week","Branches open < 12 hours per week - total hours open per week","# of Bookmobile stops","Bookmobile hours per week","# of Deposit Stations","Deposit Station hours per week","# of Bookmobiles","Total Annual Direct Circulation","# of programs held annually","Annual program attendance","# of items borrowed","# of items lent","# of requests made to other libraries","# of requests received from other libraries","Typical Week - Direct circulation","Typical Week - Materials use in library","Typical Week -  # of people using library workstations","Typical Week -  # of times electronic databases accessed","No of people using public library wireless connection","Typical Week -  # of standard reference transactions","Typical Week -  # of electronic reference transactions","Typical Week -  # of library visits made in person","Typical Week -  # of electronic library visits"
"810",391,"Algonquins of Pikwakanagon FN",2002,69,"Algonquins of Pikwakanagon FN",NA,"1657A Mishomis Inamo","K0J1X0","Golden Lake",NA,"www.algonquinsof pikwakanagan.com/Education%20library%20 2004.htm","First Nations Library",389,0,0,0,"01/01/2002","12/31/2002","SOLS",325,-206,"Deficit",2388,1473,0,17500,0,0,0,0,21361,0,0,0,0,0,0,0,20067,0,0,1232,0,0,0,0,0,62,21361,0,208,0,0,311,0,0,0,0,0,42,0,0,172,0,0,4868,85,0,5164,85,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,8,7,0,8,"No",NA,0,1,20,0,0,0,0,0,0,0,0,0,325,60,360,0,0,0,0,13,26,120,0,0,23,0,145,0
"811",487,"Alnwick/Haldimand Twp",2002,61,"Alnwick/Haldimand Twp",NA,"2363 County Road 23","K0K2G0","Grafton",NA,"www.alnwickhaldimand.ca","Public or Union Library",5392,2847,0,0,"01/01/2002","12/31/2002","SOLS",1273,20727,"Surplus",16751,76707,0,15000,1500,2078,0,0,112036,0,0,0,0,0,35522,0,48587,67,0,2789,0,1494,0,0,0,1688,90147,0,271,0,0,502,0,0,0,0,0,10,0,0,10,0,0,24936,0,0,24959,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,13,0,0,7,8,2,6,8,4,4,3,"Yes","Winnebago Spectrum",0,0,0,1,12,2,10,0,0,0,0,0,32204,36,180,316,0,338,0,710,402,12,5,0,55,5,231,0
"812",12,"Amaranth Twp",2002,43,"Amaranth Twp",NA,"R.R. #7","L9W2Z3","Orangeville","374028 6th Line Amaranth","www.amaranth-eastgary.ca","Contracting Municipality",3413,1243,0,0,"01/01/2002","12/31/2002",NA,0,0,"Nil",5167,67619,0,0,0,0,0,0,72786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72786,0,72786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",13,"Armstrong Twp",2002,90,"Armstrong Twp",NA,"C.P. 39","P0J1E0","Earlton","35-10th Street","http://www.olsn.ca/armstrong","Public or Union Library",1345,525,330,139,"01/01/2002","12/31/2002","OLS-N",889,20063,"Surplus",2817,16992,861,0,2938,1605,0,0,25213,0,0,0,0,0,3377,0,13961,268,2136,818,0,3545,0,0,0,0,24105,0,25,75,0,182,346,0,0,0,0,0,0,0,0,0,0,82,59,0,410,295,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,15,0,0,0,0,1,12,0,0,8,6,1,8,"Yes","Winnebago Dos",0,1,27,0,0,0,0,0,0,0,0,0,52607,0,0,0,0,63,51,354,82,10,2,0,9,9,141,40
"814",14,"Arnprior",2002,69,"Arnprior","Town of Arnprior","21 Madawaska Street","K7S1R6","Arnprior",NA,"http://www.arnprior.library.on.ca/","Public or Union Library",6596,3120,0,0,"01/01/2002","12/31/2002","SOLS",5553,4000,"Surplus",14263,144229,700,6201,8249,49239,0,3462,226343,0,0,0,0,0,48219,0,134627,1460,800,1724,0,8033,0,0,0,22622,217485,4854,194,1,0,335,20,0,0,0,0,7,0,0,7,0,0,48789,61,0,49152,72,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,1,0,0,0,1,19,0,0,5,52,5,18,6,3,3,0,"Yes","Spectrum 5.1",0,1,47,0,0,0,0,0,0,0,0,0,114115,250,5700,461,831,573,1860,2413,480,155,0,0,206,0,1465,42
"815",16,"Asphodel-Norwood Twp",2002,66,"Asphodel-Norwood Twp","Township of Asphodel-Norwood","P.O. Box 100","K0L2V0","Norwood","2363 County Road 45","www.anpl.org","Public or Union Library",3692,1678,0,0,"01/01/2002","12/31/2002","SOLS",1710,7088,"Surplus",8593,55913,0,782,3502,4637,0,7287,80714,0,0,0,0,0,12312,0,37592,0,8436,2836,0,448,8873,0,0,10171,80668,2608,145,0,0,320,0,0,0,0,0,0,0,0,0,0,0,21000,37,0,22000,37,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,390,0,0,0,0,1,8,3,12,9,9,1,9,"Yes","Horizon",0,1,14,1,13,0,0,0,0,0,0,0,21596,7,973,334,68,393,92,468,64,57,23,0,28,0,266,0
"816",17,"Assiginack Twp",2002,83,"Assiginack Twp",NA,"Box 280 Manitowaning","P0P1N0","Manitoulin Island","25A Spragge St., Manitowaning","www.assiginacklibrary.org","Public or Union Library",803,748,0,0,"01/01/2002","12/31/2002","OLS-N",783,0,"Nil",3483,18800,0,823,622,0,0,92,23820,0,0,0,0,0,5888,0,13810,875,2122,1323,0,0,0,0,0,0,24018,0,246,0,0,339,0,0,0,0,0,0,0,0,0,0,0,10906,0,0,10906,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,18,0,0,2,4,3,3,0,2,"No",NA,0,1,14,0,0,0,0,0,0,0,0,0,20585,4,356,88,11,99,85,465,336,29,0,0,141,0,56,0
"817",18,"Athens Twp.",2002,56,"Athens Twp.",NA,"P.O. Box 309","K0E1B0","Athens","5 Central Street, Athens","WWW.athenslibrary.ca","Public or Union Library",2805,1297,0,0,"01/01/2002","12/31/2002","SOLS",380,2359,"Surplus",6830,8000,0,1000,1955,1084,0,457,19326,0,0,0,0,0,5680,0,8792,471,0,1298,0,181,0,0,0,2216,18638,0,15,0,0,284,0,0,0,0,0,8,0,0,8,0,0,9001,0,197,9001,0,197,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,17,0,0,9,7,3,3,0,3,"No",NA,0,1,12,0,0,0,0,0,0,0,0,0,8102,5,58,130,0,139,130,189,59,13,0,0,28,0,82,0
"818",11,"Atikokan Twp",2002,87,"Atikokan Twp",NA,"214 Skyes St.","P0T1C0","Atikokan","214 Sykes St.","www.aplibrary.org","Public or Union Library",3400,1653,0,0,"01/01/2002","12/31/2002","OLS-N",3216,-39252,"Deficit",10452,150905,0,9881,1231,6974,2000,0,181443,0,0,0,49000,49000,16075,107,92320,2552,21852,2596,0,8933,4730,0,0,32279,181444,0,1083,0,0,1205,0,0,1,0,0,346,28,0,346,28,0,33706,353,42,33910,353,42,238,0,0,238,0,0,900,2,0,0,0,0,0,0,0,0,0,0,384,0,0,35,1,0,0,0,0,0,0,1,25,0,0,3,20,3,5,8,8,1,1,"Yes","Winnebago",0,1,35.5,0,0,0,0,0,0,3,72,0,68640,378,1856,103,531,129,670,840,280,201,50,0,108,21,105,0
"819",10,"Augusta Twp",2002,56,"Augusta Twp",NA,"R.R. #2","K6V5T2","Brockville","4500 County Road 15","augustalibrary.com","Public or Union Library",7261,2918,0,0,"01/01/2002","12/31/2002","SOLS",972,18145,"Surplus",13297,57000,0,5000,1366,2412,0,3190,82265,0,0,0,0,0,13287,737,35769,0,9104,1576,0,0,0,0,0,0,60473,0,55,0,0,152,0,0,1,0,0,13,0,0,24,0,0,17402,30,0,17430,30,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,800,0,0,35,0,0,0,0,0,0,0,0,0,2,34,1,10,7,11,6,6,6,2,"Yes","Mandarin M3",0,1,26,0,0,0,0,0,0,0,0,0,25166,30,320,140,0,148,0,539,474,21,0,0,43,0,260,0
"820",33,"Aurora",2002,27,"Aurora",NA,"15145 Yonge Street","L4G1M1","Aurora",NA,"www.library.aurora.on.ca","Public or Union Library",36483,13624,0,0,"01/01/2002","12/31/2002","SOLS",26848,0,"Nil",45422,1508940,0,0,0,71821,0,0,1626183,0,0,142100,0,142100,193568,12940,1072016,3460,35475,8625,0,65137,127592,0,0,107370,1626183,142100,2339,31,0,5591,97,0,15,0,0,22,0,0,33,0,0,119026,3490,72,133406,3900,705,0,0,0,0,0,0,195,6,0,8,0,0,0,0,0,0,0,0,4800,0,0,35,3,3,0,6,0,0,0,0,0,0,0,19,480,6,3,39,17,15,7,"Yes","Dynix",0,1,52.5,0,0,0,0,0,0,0,0,0,470413,227,4732,918,3114,1016,6193,11760,3540,453,291,0,976,97,6701,1559
"821",488,"Aweres LSB",2002,80,"Aweres LSB",NA,"Box 300 Shetland Park","P6A5K7","Sault Ste Marie",NA,"localservicesboardofaweres@shaw.ca","Contracting LSB",1602,0,0,0,"01/01/2002","12/31/2002",NA,0,0,"Nil",3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822",61,"Baldwin Twp",2002,88,"Baldwin Twp",NA,"P.O. Box 7095","P0P1M0","McKerrow","11 Spooner St","www.townshipofbaldwin.ca","Contracting Municipality",592,345,0,0,"01/01/2002","12/31/2002",NA,0,0,"Nil",1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823",62,"Bancroft",2002,51,"Bancroft","Town of Bancroft","P.O. Box 127","K0L1C0","Bancroft","14 Flint Street","bancroftlibrary@bellnet.ca","Public or Union Library",3571,1898,1402,1296,"01/01/2002","12/31/2002","SOLS",1863,418,"Surplus",8867,75000,5595,1850,1320,6607,0,1346,100585,0,0,0,0,0,14323,0,56162,1304,9656,1363,0,12508,0,0,0,5239,100555,0,190,0,0,268,0,0,0,0,0,0,0,0,0,0,0,15818,170,219,15999,170,219,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,30,2,32,5,15,5,4,1,4,"Yes","Winnebago",0,1,26,0,0,0,0,0,0,0,0,0,25205,3,343,270,0,294,0,465,31,73,0,0,87,17,319,2
"824",43,"Barrie",2002,70,"Barrie",NA,"60 Worsley Street","L4M1L6","Barrie",NA,"http://www.library.barrie.on.ca","Public or Union Library",91022,38118,7814,4392,"01/01/2002","12/31/2002","SOLS",80653,105443,"Surplus",271808,2418723,83000,5000,0,234402,0,17623,3030556,0,0,0,0,0,611873,0,1731091,19244,661701,13561,0,62095,25733,3400,0,0,3128698,0,4085,34,0,11384,121,0,4,0,0,49,7,0,50,7,0,138746,4546,374,194810,5119,384,362,79,0,394,81,0,306,5,0,13,0,0,0,0,0,0,0,0,0,0,0,35,6,4,0,9,0,3,72,2,48,0,0,30,663,104,97,42,26,41,28,"Yes","Horizon",0,1,63,0,0,0,0,0,0,0,0,0,1481824,502,14513,2742,1080,2287,2924,30726,5938,1779,1177,0,1252,28,16489,3628
"825",393,"Beausoleil FN",2002,70,"Beausoleil FN",NA,"80 Kate Kegwin Street","L0K1C0","Christian Island",NA,"http;//www.olsn.ca/bfnlibrary","First Nations Library",634,0,0,0,"01/01/2002","12/31/2002","SOLS",416,0,"Nil",2164,13589,0,13000,0,0,0,0,28753,0,0,24620,0,24620,0,0,23680,0,3000,2073,0,0,0,0,0,0,28753,24620,50,0,0,80,0,0,0,0,0,28,5,0,28,5,0,3195,0,0,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,"No",NA,0,1,35,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,41,28,24,0,0,10,0,119,0
"826",35,"Beckwith Twp",2002,55,"Beckwith Twp",NA,"R.R.#2","K7C3P2","Carleton Place","1702 9th Line Beckwith","www.twp.beckwith.on.ca","Contracting Municipality",5404,2493,0,0,"01/01/2002","12/31/2002",NA,0,0,"Nil",9425,52384,0,0,0,0,0,0,61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61809,0,61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827",81,"Belleville",2002,51,"Belleville","City of Belleville","254 Pinnacle Street","K8N3B1","Belleville",NA,"www.bellevillelibrary.com","Public or Union Library",42855,20187,0,0,"01/01/2002","12/31/2002","SOLS",13010,3238,"Surplus",84288,1049049,0,24362,5483,68662,0,14758,1246602,0,0,0,3114,3114,161601,7650,740579,2612,83583,8233,6363,62504,122299,0,0,50561,1245985,0,9450,23,0,9947,23,0,9,0,0,67,0,0,123,0,0,90753,1206,1605,95529,1231,1638,20,0,0,22,0,0,217,0,0,1,0,0,1,0,0,64,0,0,514,0,0,35,3,1,0,11,0,1,18,1,22,0,0,19,223,9,4,30,17,9,4,"Yes","DRA/Inlex (moving to Dynix in 2003)",0,1,57.5,0,0,0,0,0,0,0,0,0,311465,336,6767,1333,1630,1601,3353,6058,1065,640,0,0,523,62,3660,0
"828",394,"Big Grassy FN",2002,87,"Big Grassy FN",NA,"P.O. Box 453","P0W1J0","Morson","513 Beach Rd.","www.biggrassy.ca/library","First Nations Library",287,0,0,0,"04/01/2002","03/31/2003","OLS-N",130,0,"Nil",758,3800,0,16967,0,0,0,0,21525,0,0,0,0,0,1346,0,19099,0,0,0,0,1080,0,0,0,0,21525,0,16,0,0,300,0,0,1,0,0,40,0,0,70,0,0,3000,0,0,3100,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,30,2,30,10,10,0,10,"No",NA,0,1,42,0,0,0,0,0,0,0,0,0,1600,45,450,0,0,0,0,40,10,40,0,0,15,10,40,0
"829",82,"Billings Twp",2002,83,"Billings Twp",NA,"P.O. Box 37","P0P1J0","Kagawong","18 Upper Street","billingslibrary.org","Public or Union Library",508,599,0,0,"01/01/2002","12/31/2002","OLS-N",435,6104,"Surplus",3137,6500,0,789,178,5885,0,0,16489,0,0,0,0,0,6842,0,9004,133,2155,816,0,615,250,0,0,60,19875,0,59,0,0,90,0,0,0,0,0,2,0,0,2,0,0,5636,0,0,5916,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,1,0,1,"No",NA,0,1,9,0,0,0,0,0,0,0,0,0,6214,1,15,109,0,120,0,86,15,8,7,0,10,12,35,0
"830",462,"Bkejwanong FN",2002,53,"Bkejwanong FN",NA,"Walpole Island First Nation R.R. #3","N8A4K9","Wallaceburg","136 Tecumseh Road","www.bkejwanonglibrary.ca","First Nations Library",2101,0,0,0,"01/01/2002","12/31/2002","SOLS",688,34,"Surplus",4998,32684,0,13000,30,1015,0,1500,53227,0,0,395,0,395,47,0,39921,1538,2838,2270,509,153,0,0,4096,1855,53227,395,123,0,0,587,0,0,0,0,0,33,0,0,106,0,0,9105,0,0,9146,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,10,10,0,10,"No",NA,0,1,22.5,0,0,0,0,0,0,0,0,0,485,52,770,0,0,0,0,16,79,71,0,0,18,0,225,0
"831",83,"Black River-Matheson Twp",2002,81,"Black River-Matheson Twp",NA,"P.O. Box 450","P0K1N0","Matheson","352 Second Street","n/a","Public or Union Library",2918,1575,0,0,"01/01/2002","12/31/2002","OLS-N",2008,2486,"Surplus",7995,54525,0,18352,0,3469,0,0,84341,0,0,658,0,658,13499,474,38965,200,8092,1580,0,1019,0,0,0,0,63829,658,150,30,0,150,30,0,1,0,0,10,2,0,10,2,0,9850,1500,110,9850,1500,110,12,0,0,12,0,0,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,34,4,14,1,2,3,3,0,3,"Yes","Spectrum",0,1,34,0,0,1,6,0,0,0,0,0,13535,240,3100,139,0,139,125,478,84,23,7,0,34,12,270,6
"832",429,"Blind River",2002,80,"Blind River",NA,"P.O. Box 880","P0R1B0","Blind River","8 Woodward Avenue","http://www.olsn.ca/blindriverlibrary/","Public or Union Library",3400,2415,576,404,"01/01/2002","12/31/2002","OLS-N",263,-2600,"Deficit",15748,77140,2007,0,0,3169,2965,0,101029,0,0,0,0,0,14119,0,66190,579,17227,780,696,5645,135,0,0,2750,108121,0,130,29,0,246,40,0,1,1,0,6,2,0,6,2,0,12769,2068,0,12769,2068,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,36,0,0,4,4,0,4,"Yes","Athena",0,1,34.5,0,0,0,0,0,0,0,0,0,17516,5,46,297,41,382,65,360,238,62,0,0,408,5,817,5
"833",65,"Blue Mountains, The Town of",2002,47,"Blue Mountains, The Town of","Town of the Blue Mountains","P.O. Box 580","N0H2P0","Thornbury","173 Bruce Street South","www.thebluemountainslibrary.ca","Public or Union Library",5443,5289,0,0,"01/01/2002","12/31/2002","SOLS",4608,0,"Nil",21060,222197,0,1098,1723,44179,0,0,290257,0,0,0,12430,12430,29969,442,181052,1986,34438,1927,0,2753,0,0,0,37691,290258,12430,367,2,0,881,2,0,0,0,0,43,0,0,43,0,0,35517,204,0,36226,204,0,0,0,0,0,0,0,49,0,0,1,0,0,1,0,0,1,0,0,1460,0,0,40,2,1,0,0,0,0,0,0,0,0,0,0,0,27,10,11,5,2,4,"Yes","Winnebago Spectrum",0,1,38,0,0,0,0,0,0,0,0,0,72479,44,1652,641,919,795,1486,1484,257,143,0,0,48,0,779,0
"834",84,"Bonfield",2002,85,"Bonfield",NA,"365 Highway 531","P0H1E0","Bonfield",NA,"http://www.ontera.net/~bpl","Public or Union Library",2119,986,0,0,"01/01/2002","12/31/2002","OLS-N",694,0,"Nil",4478,27523,0,2314,0,0,0,0,34315,0,0,0,0,0,3841,0,24110,171,2863,645,0,1768,0,0,0,0,33398,0,263,118,0,280,126,0,0,0,0,0,0,0,0,0,0,9085,2265,0,9085,2265,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,19,1,9,0,0,5,5,2,5,"No",NA,0,1,24,0,0,0,0,0,0,0,0,0,7440,2,75,113,0,165,0,162,259,14,0,0,12,16,81,7
"835",80,"Bonnechere Union",2002,69,"Bonnechere Union",NA,"P.O. Box 39","K0J1T0","Eganville","74 A Maple Street","www.bonnechereupl.com","Public or Union Library",5891,3872,0,0,"01/01/2002","12/31/2002","SOLS",2103,17835,"Surplus",19705,25856,0,8114,2500,2454,0,45668,104297,0,0,0,0,0,32182,0,36486,300,5485,805,0,4963,0,0,2507,18845,101573,3043,52,2,0,136,2,0,0,0,0,10,10,0,20,20,0,13302,50,3,13302,50,3,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,0,0,1,27,1,10,3,4,4,4,1,4,"Yes","Winnebago Sagebrush Dos Circ/Cat Cat",0,1,33,0,0,0,0,0,0,0,0,0,18204,53,697,168,0,220,0,312,189,34,0,0,57,9,207,0
"836",70,"Bracebridge",2002,33,"Bracebridge",NA,"94 Manitoba Street","P1L2B5","Bracebridge",NA,"www.bracebridge.library.on.ca","Public or Union Library",12133,7471,0,0,"01/01/2002","12/31/2002","OLS-N",11253,26,"Surplus",31808,398343,0,13734,2144,21115,51056,40959,559159,0,0,45309,0,45309,57029,2343,315101,3224,39498,4917,4371,108825,0,0,0,23850,559158,45309,2019,0,0,2639,0,0,5,0,0,2,0,0,2,0,0,50016,399,0,50059,413,0,0,0,0,0,0,0,111,3,5,1,0,0,0,0,0,0,0,0,1350,0,0,35,1,1,0,1,0,3,63.6,1,10.5,0,0,7,71,25,25,10,7,3,7,"Yes","Dynix Horizon",0,1,58,1,35,0,0,0,0,0,0,0,119344,188,1713,1707,510,1865,832,2321,1073,479,0,0,185,2,2974,0
"837",86,"Bradford West Gwillimbury",2002,76,"Bradford West Gwillimbury",NA,"425 Holland Street West","L3Z0J2","Bradford","425 Holland Street West","www.bradford.library.on.ca","Public or Union Library",20513,7272,0,0,"01/01/2002","12/31/2002","SOLS",9128,3016,"Surplus",27332,561955,0,10979,100,38199,3016,0,641581,0,0,21829,0,21829,87082,6799,438661,2299,61016,5165,0,10985,3016,0,0,26557,641580,21829,1940,0,0,2991,0,0,4,0,0,47,0,0,57,0,0,45028,138,0,52108,328,0,0,0,0,0,0,0,109,0,0,0,0,0,3,0,0,39,0,0,913,0,0,35,2,2,0,2,0,0,0,2,41,0,0,6,94,5,17,10,4,3,5,"Yes","Geac Advance",0,1,48,0,0,0,0,0,0,0,0,0,139543,308,4616,348,546,448,2943,2866,599,163,0,0,134,4,1627,151
"838",41,"Brampton",2002,21,"Brampton",NA,"65 Queen Street East","L6W3L6","Brampton",NA,"www.bramptonlibrary.ca","Public or Union Library",280101,96609,0,0,"01/01/2002","12/31/2002","SOLS",140812,-28582,"Deficit",358829,7550330,0,3292,0,428974,0,31078,8372503,20478,0,1136458,64292,1221228,795218,228291,6066396,38116,1226558,85800,36401,381591,66437,0,0,0,8924808,269355,11142,55,0,35509,55,0,6,0,0,2,0,0,8,0,0,181932,6466,21698,492678,8577,21698,8,0,0,20,0,0,562,11,19,4,0,0,0,0,0,0,0,0,2356,0,0,35,13,23,0,18,0,5,21,24,20,0,0,79,20,256,32.75,69,62,62,5,"Yes","Dynix",0,0,0,4,212,0,0,0,0,0,0,0,2075511,1425,42641,1667,1753,2001,3467,44969,15723,4092,0,0,3602,730,37027,0
"839",40,"Brant County",2002,40,"Brant County","County of Brant","12 William Street","N3L1K7","Paris",NA,"www.brant.library.on.ca","Public or Union Library",29361,11477,0,0,"01/01/2002","12/31/2002","SOLS",9958,32585,"Surplus",50541,735592,0,29630,8836,43765,0,0,868364,0,0,0,0,0,91591,4515,515186,6623,70546,10289,0,35284,0,0,111680,54233,899947,0,809,0,0,998,0,0,1,0,0,90,0,0,90,0,0,66707,7,200,67705,7,200,0,0,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,775,0,0,35,2,0,2,3,0,0,0,0,0,0,0,15,187,18,46,23,12,5,15,"Yes","BiblioMondo Portfolio",0,1,48,3,73,1,10,0,0,0,0,0,170538,660,10137,1757,432,2250,824,3657,237,165,0,0,185,0,1940,0
